playerId,x,y,shootedBy,distance,angle,passes_before,shots_before,shots_by_team_before,isGoal
436116,76.1,55.7,RightFoot,25.42833,82.3157527212275,21,1,4,False
330714,92.9,44.7,Head,9.33844,64.093733486694,3,1,3,False
442988,65.8,38.3,LeftFoot,37.64503,77.47989534576999,24,0,5,False
33064,75.7,64.2,RightFoot,27.92298,70.06667622929582,8,0,4,False
132609,91.8,42.1,LeftFoot,10.90395,60.072799495213054,18,0,5,True
404356,69.3,59.1,RightFoot,33.12034,79.3517216985899,16,0,0,False
242261,91.6,41.8,,11.25864,57.07259878427652,10,1,1,False
404356,75.1,52.0,LeftFoot,26.28521,87.03353972056347,21,1,2,False
83333,90.4,52.8,RightFoot,10.58771,82.62175762377127,22,1,3,True
400822,72.0,41.8,RightFoot,30.03022,78.24002378767646,28,1,6,False
442988,74.7,35.2,LeftFoot,29.14327,69.51273403532977,28,1,7,False
132609,95.0,66.8,LeftFoot,12.08043,25.759207813397413,27,0,0,False
83333,77.8,56.4,RightFoot,24.49222,80.41167548177918,23,0,1,False
400822,88.5,50.0,RightFoot,12.6,90.0,33,2,8,True
364066,89.4,64.5,RightFoot,14.96773,50.50319031666391,43,0,2,False
400822,74.7,86.0,RightFoot,36.66825,48.11702888994764,35,0,0,False
83333,90.1,65.3,RightFoot,14.63865,45.83036639742087,28,1,3,False
425426,87.5,38.8,RightFoot,15.90308,59.128472681509514,44,0,1,False
400822,90.6,24.6,RightFoot,20.56289,30.705802841178205,46,1,2,False
33064,89.7,43.9,RightFoot,12.4924,67.60210000750597,26,1,4,True
330714,88.8,61.5,LeftFoot,14.653,59.304234340993474,19,2,0,False
243757,77.1,37.9,RightFoot,25.71708,69.89429018496347,13,0,3,False
400822,72.1,74.7,RightFoot,33.62592,60.965780258697045,54,2,4,False
425491,89.4,33.5,RightFoot,16.34124,44.97514737956109,32,0,1,False
83333,87.7,42.9,RightFoot,14.69408,68.27172633194795,38,2,2,False
330714,94.6,56.9,Head,7.50576,57.07259878427652,22,3,3,False
420562,88.2,46.2,RightFoot,12.89024,77.81739297656284,2,0,0,False
124454,85.2,63.5,RightFoot,18.06123,60.69540240206498,5,0,0,False
397407,89.7,41.6,Head,13.07122,62.082173525836104,6,0,1,False
28498,77.6,64.2,RightFoot,25.95868,68.48475217677502,6,0,2,False
345977,76.8,35.5,LeftFoot,27.18603,67.96425971844621,0,0,3,False
433445,89.3,47.8,RightFoot,11.72877,79.98425600608593,9,0,1,False
433445,79.9,34.0,RightFoot,24.58815,63.73669359947346,9,1,2,False
129944,86.3,42.7,Head,15.6743,69.6919200797143,16,0,3,False
129944,85.2,45.1,LeftFoot,16.11281,77.81739297656284,17,1,4,False
122318,80.8,61.3,RightFoot,22.29238,70.39531154932331,23,0,4,False
420559,89.7,54.8,Head,11.86596,76.74768575780679,28,0,5,False
375411,93.1,67.2,LeftFoot,13.69876,32.448410812785404,6,0,5,True
28498,64.7,45.9,RightFoot,37.9526,84.8607913199669,26,1,0,False
395551,86.9,39.6,RightFoot,16.49365,63.0307440055496,0,0,6,False
378532,88.1,41.8,RightFoot,14.00766,64.093733486694,3,0,1,False
122318,91.4,54.0,RightFoot,9.83366,73.94362023820973,30,1,2,True
378532,88.8,57.7,RightFoot,13.46914,69.30420982864486,5,1,0,True
420559,92.7,54.6,Head,8.82941,72.05821499676928,50,1,7,False
397760,90.5,61.8,Head,12.89187,54.53499035328494,2,0,0,False
354056,69.8,68.3,LeftFoot,34.77528,69.39193484496265,7,0,0,False
410990,86.9,62.3,LeftFoot,16.81296,60.965780258697045,4,0,1,False
38190,95.9,36.0,RightFoot,10.87166,28.87563181087385,10,0,1,True
